DATE,R_F,R_MKT,R_ME,R_IA,R_ROE,R_EG,MOM
20180518,0.0064,-0.2274,0.4363,-0.2024,-0.2726,-0.1761,0.63
20180521,0.0064,0.718,-0.266,0.2705,0.5107,-0.0178,0.24
20180522,0.0064,-0.4154,-0.5618,-0.3447,-0.2399,0.1936,-0.25
20180523,0.0064,0.2912,-0.1811,-0.4155,0.0604,0.5906,0.41
20180524,0.0064,-0.1562,0.2835,0.0821,0.0318,0.25,0.14
20180525,0.0064,-0.2132,0.2202,-0.7536,-0.1024,0.5348,-0.57
20180529,0.0064,-1.0326,0.8765,-0.1619,0.1191,0.3861,-0.09
20180530,0.0064,1.3118,0.3017,0.43,0.0648,-0.3471,0.26
20180531,0.0064,-0.7025,-0.0155,-0.245,-0.5697,0.208,0.39
20180601,0.0067,1.0565,-0.1628,-0.0967,-0.1709,0.3671,0.64
20180604,0.0067,0.4808,0.2966,-0.4421,0.8654,0.8219,0.14
20180605,0.0067,0.1647,0.8005,0.1692,0.0759,0.0958,0.36
20180606,0.0067,0.8602,-0.2679,0.0485,-0.0518,-0.1996,0.03
20180607,0.0067,-0.1424,-0.3499,0.5742,0.0717,-0.6372,-0.91
20180608,0.0067,0.3101,0.0407,-0.1529,0.0334,-0.0299,-0.11
20180611,0.0067,0.1222,0.1691,0.1402,0.0684,-0.2119,-0.62
20180612,0.0067,0.2324,0.1486,-0.2413,-0.2235,0.2268,0.13
20180613,0.0067,-0.3325,0.0089,-0.1664,-0.1992,0.1134,0.24
20180614,0.0067,0.2739,0.2913,-0.7012,0.2963,0.2966,-0.23
20180615,0.0067,-0.0731,0.0664,-0.2101,0.2626,0.287,-0.89
20180618,0.0067,-0.091,0.7627,0.0104,-0.3377,-0.209,0.73
20180619,0.0067,-0.3784,0.5701,-0.5101,-0.1711,-0.1558,-0.66
20180620,0.0067,0.2311,0.9449,0.0888,0.5972,-0.0996,0.32
20180621,0.0067,-0.7285,-0.6175,0.0094,0.2787,0.5947,-0.34
20180622,0.0067,0.1139,-0.3872,0.932,-0.3461,-1.1644,-0.63
20180625,0.0067,-1.4818,-0.6648,-0.024,0.3929,-0.0247,-1.13
20180626,0.0067,0.2686,0.5165,0.3027,-0.1978,-0.3058,0.44
20180627,0.0067,-1.0181,-1.0415,0.5471,0.4571,-0.4122,-0.34
20180628,0.0067,0.5808,-0.0935,-0.6093,0.04,0.7853,0.48
20180629,0.0067,0.0609,-0.3725,-0.0501,-0.3739,-0.0537,-0.02
20180702,0.0074,0.3602,0.5818,-0.5039,0.124,0.8022,0.56
20180703,0.0074,-0.4435,0.5956,0.4259,-0.4005,-0.5145,-0.64
20180705,0.0074,0.8656,0.4484,-0.1975,0.2882,0.2446,-0.33
20180706,0.0074,0.8768,-0.1017,-0.1309,-0.3898,-0.0823,0.08
20180709,0.0074,0.9345,-0.1543,-0.1384,0.0195,-0.3427,0.49
20180710,0.0074,0.2212,-0.868,0.1816,0.1433,-0.0542,-0.21
20180711,0.0074,-0.6989,0.0093,-0.3433,0.0102,0.4871,0.01
20180712,0.0074,0.8529,-0.43,-0.4011,-0.3808,0.4124,0.54
20180713,0.0074,0.0822,-0.1375,0.1789,0.2228,0.04,0.2
20180716,0.0074,-0.1628,-0.3783,-0.0877,0.2774,0.4191,0.39
20180717,0.0074,0.4793,0.3106,-0.24,0.2829,0.212,0.4
20180718,0.0074,0.2658,-0.1435,-0.3693,-0.0955,0.1054,0.38
20180719,0.0074,-0.3415,0.7829,-0.071,0.1091,0.0408,-0.08
20180720,0.0074,-0.1013,-0.052,-0.0162,0.3645,0.43,0.27
20180723,0.0074,0.1571,-0.1193,-0.1713,-0.0493,0.0721,0.38
20180724,0.0074,0.2178,-1.1603,0.1501,0.947,0.2373,-0.37
20180725,0.0074,0.8325,-0.5797,-0.0639,0.0686,0.5741,1.13
20180726,0.0074,-0.2018,0.4103,0.4693,-0.4325,-0.5109,-0.99
20180727,0.0074,-0.8206,-1.0361,0.4647,0.3813,-0.1526,-1.33
20180730,0.0074,-0.7009,0.1563,1.004,0.2829,-0.9078,-1.42
20180731,0.0074,0.5106,0.6085,0.3106,0.1648,-0.1099,0.09
20180801,0.0068,-0.1292,0.1086,-0.5897,0.3696,0.8692,1.1
20180802,0.0068,0.6661,0.2588,-0.5137,0.0681,0.6407,0.83
20180803,0.0068,0.3084,-0.5933,0.161,0.6333,-0.0985,-0.81
20180806,0.0068,0.4586,0.2314,-0.2318,-0.3203,0.5577,0.37
20180807,0.0068,0.2939,0.0737,-0.4634,-0.1458,-0.1337,0.31
20180808,0.0068,-0.0379,-0.0666,0.0427,0.1823,0.4186,0.35
20180809,0.0068,-0.0502,0.1429,-0.0427,-0.3519,0.1526,0.09
20180810,0.0068,-0.6023,0.21,0.2299,-0.0231,0.1237,0.71
20180813,0.0068,-0.4615,-0.3057,0.1164,0.1623,0.5769,-0.03
20180814,0.0068,0.6923,0.4778,0.2464,0.3053,0.2043,0.37
20180815,0.0068,-0.9146,-0.2397,-0.1587,0.6991,0.6455,-1.11
20180816,0.0068,0.8637,-0.0806,0.4349,-0.1566,-0.4664,-0.37
20180817,0.0068,0.2999,0.2219,0.1752,0.3189,0.011,-0.34
20180820,0.0068,0.2523,0.2212,0.0386,0.191,-0.3433,0.15
20180821,0.0068,0.3268,0.8839,-0.1334,-0.4073,-0.4891,0.16
20180822,0.0068,0.0519,0.2621,-0.1847,-0.3698,0.228,0.97
20180823,0.0068,-0.1948,-0.0781,-0.2053,0.1804,0.2183,0.63
20180824,0.0068,0.6244,-0.1879,-0.0402,-0.2956,-0.2211,0.31
20180827,0.0068,0.7414,-0.3947,-0.5092,0.0112,-0.0162,0.03
20180828,0.0068,-0.0068,-0.1279,-0.1249,-0.2595,0.2073,0.2
20180829,0.0068,0.5626,-0.2076,-0.3199,-0.3011,0.2312,0.44
20180830,0.0068,-0.4096,0.1763,-0.0931,-0.2081,0.4022,0.3
20180831,0.0068,0.0781,0.4594,-0.0654,0.0845,0.3231,0.3
20180904,0.0078,-0.1069,-0.2001,-0.0168,0.2743,0.4758,0.74
20180905,0.0078,-0.4077,0.0703,0.797,0.5087,-0.2676,-1.48
20180906,0.0078,-0.4438,-0.4832,0.304,0.4999,0.1264,0.01
20180907,0.0078,-0.1812,0.0217,-0.0154,0.0572,0.2122,-0.18
20180910,0.0078,0.2274,-0.1963,-0.2672,-0.1807,0.1162,0.07
20180911,0.0078,0.3655,-0.3667,-0.3238,-0.1548,0.16,0.8
20180912,0.0078,0.0301,-0.3026,0.5076,-0.1432,-0.7642,-0.86
20180913,0.0078,0.4499,-0.415,-0.0833,0.153,0.1708,0.2
20180914,0.0078,0.1202,0.4759,0.0173,0.4191,-0.055,-0.15
20180917,0.0078,-0.714,-0.4247,0.9483,0.277,-0.6153,-1.33
20180918,0.0078,0.5678,0.0406,-0.2487,-0.4701,0.0952,0.37
20180919,0.0078,0.0568,-0.316,-0.1867,-0.1658,-0.8482,-1.11
20180920,0.0078,0.7686,0.2782,-0.0785,0.065,0.2991,-0.19
20180921,0.0078,-0.1304,-0.497,0.6907,0.1871,-0.2974,-0.32
20180924,0.0078,-0.3117,-0.1061,-0.4432,-0.3739,0.8239,1.37
20180925,0.0078,-0.0512,0.1299,-0.1755,-0.2862,0.5031,1.26
20180926,0.0078,-0.4012,-0.5541,0.0336,0.2255,0.2413,0.12
20180927,0.0078,0.2708,-0.3363,-0.2672,-0.0052,0.3416,0.23
20180928,0.0078,-0.0323,0.1204,0.2513,-0.2302,0.2132,0.28
20181001,0.0082,0.1616,-1.6316,0.01,-0.0272,-0.8443,-0.14
20181002,0.0082,-0.2107,-0.9369,0.4018,0.1312,-0.4794,-1.1
20181003,0.0082,0.2042,0.9134,-0.13,-0.2703,-0.2138,0.14
20181004,0.0082,-0.9287,-0.7396,0.7544,0.2228,-0.351,-0.83
20181005,0.0082,-0.643,-0.5806,0.424,-0.3105,-0.3964,0.07
20181008,0.0082,-0.1749,-0.0836,1.0592,0.7123,-0.4489,-1.25
20181009,0.0082,-0.1841,-0.6809,0.2994,-0.5395,0.1264,0.45
20181010,0.0082,-3.3264,0.2458,0.757,0.2359,-0.371,-1.62
20181011,0.0082,-1.9595,0.4942,-0.5087,0.2169,0.6456,0.44
20181012,0.0082,1.3844,-1.1057,-0.5734,-0.549,0.6957,1.77
20181015,0.0082,-0.4808,0.8783,0.4981,0.0588,-0.4062,-0.97
20181016,0.0082,2.2442,0.7036,-0.782,-0.452,0.5046,1
20181017,0.0082,-0.0849,-0.6159,0.1187,-0.1697,0.1846,-0.19
20181018,0.0082,-1.5402,-0.6369,0.4523,-0.2016,-0.5405,-0.14
20181019,0.0082,-0.2435,-1.2213,0.8296,0.2814,-0.617,-0.54
20181022,0.0082,-0.3794,0.346,-0.1172,0.6431,0.8882,1.24
20181023,0.0082,-0.6179,-0.2798,-0.2559,0.2646,-0.0886,-0.36
20181024,0.0082,-3.3258,-0.7659,1.4792,0.4797,0.0055,-0.44
20181025,0.0082,1.932,0.2702,-1.1284,-0.2313,0.4981,1.03
20181026,0.0082,-1.6513,0.3888,0.3853,0.0353,-0.0331,-0.14
20181029,0.0082,-0.7647,-0.2926,1.2387,0.3482,0.3455,-1.12
20181030,0.0082,1.6627,0.6438,0.2393,0.3318,0.0238,0.03
20181031,0.0082,1.2142,-0.4996,-1.0832,0.2346,0.1333,0.77
20181101,0.0085,1.2855,1.298,-0.9688,-0.6262,-0.1054,-0.98
20181102,0.0085,-0.5254,0.8672,0.238,-0.0337,0.0703,-0.13
20181105,0.0085,0.4021,-0.8928,0.4962,-0.1633,-0.671,-0.12
20181106,0.0085,0.5759,-0.1411,0.4416,0.545,-0.0265,-0.1
20181107,0.0085,2.1118,-0.3157,-0.5642,-0.3651,0.8444,1.7
20181108,0.0085,-0.2769,-0.0527,0.4218,0.133,0.5789,0.43
20181109,0.0085,-1.0444,-0.9437,0.7623,0.4582,0.1445,0.04
20181112,0.0085,-2.0585,-0.0494,0.8798,0.5955,-0.1664,-0.26
20181113,0.0085,-0.1285,0.0181,-0.1646,0.3599,0.5401,-0.91
20181114,0.0085,-0.7759,0.307,0.0321,0.7645,0.0273,-0.67
20181115,0.0085,1.1831,0.1346,-0.9727,-0.4679,0.4997,0.62
20181116,0.0085,0.1527,-0.0939,0.2132,-0.299,-0.0173,0.06
20181119,0.0085,-1.877,-0.5265,1.0254,0.0531,-0.5313,-1.02
20181120,0.0085,-1.8462,-0.1077,-0.5768,-0.1535,0.6684,-0.71
20181121,0.0085,0.5075,1.0251,-0.1543,-0.3717,-0.5931,-0.19
20181123,0.0085,-0.55,0.6206,-0.2066,-0.1573,0.4423,0.08
20181126,0.0085,1.6226,-0.5068,-0.8694,-0.1965,0.0131,0.11
20181127,0.0085,0.1092,-0.9634,0.2578,0.5236,-0.0193,0.57
20181128,0.0085,2.4165,0.3892,-1.0447,0.1474,0.484,0.99
20181129,0.0085,-0.2181,-0.4727,-0.0331,-0.246,-0.2987,0.28
20181130,0.0085,0.7844,-0.3828,-0.3005,0.118,0.892,-0.28
20181203,0.0101,1.1276,0.0755,-0.4518,-0.4203,-0.2429,0.23
20181204,0.0101,-3.4541,-1.1267,0.798,-0.1459,0.391,0.67
20181206,0.0101,-0.1615,-0.2855,-0.4024,0.0986,0.5695,0.5
20181207,0.0101,-2.3556,0.0515,0.6117,-0.1358,-0.4348,-0.53
20181210,0.0101,0.1018,-0.4129,-0.301,0.1747,0.8383,0.75
20181211,0.0101,-0.076,-0.2203,-0.1966,0.1745,0.6207,0.73
20181212,0.0101,0.6814,0.4816,-0.0702,-0.1822,-0.1622,-0.05
20181213,0.0101,-0.2606,-1.6041,0.1542,0.2573,0.4213,0.49
20181214,0.0101,-1.8885,0.172,0.5068,0.0865,-0.3197,-0.5
20181217,0.0101,-2.1336,-0.0436,0.4761,0.3731,-0.1538,-0.97
20181218,0.0101,-0.0306,0.127,-0.4586,0.7742,0.3021,0.28
20181219,0.0101,-1.5766,-0.5987,0.0991,-0.4434,-0.2677,0.68
20181220,0.0101,-1.6194,-0.0662,0.029,0.7318,0.457,-0.49
20181221,0.0101,-2.1638,-0.7306,0.5191,0.8355,0.1491,0.39
20181224,0.0101,-2.5485,0.9397,-0.5075,-0.3114,0.2512,-0.21
20181226,0.0101,5.0658,-0.1268,-1.0803,-0.1899,0.2497,0.07
20181227,0.0101,0.7783,-0.518,-0.2211,0.3189,0.3095,0.23
20181228,0.0101,-0.0332,0.5884,-0.1253,-0.4297,-0.2332,0.14
20181231,0.0101,0.8951,-0.0911,-0.4092,-0.1323,0.1005,0.63
20190102,0.0091,0.2276,0.7604,0.7017,-0.4857,-1.263,-2.29
20190103,0.0091,-2.4486,0.0083,1.0518,-0.6339,-0.9002,-0.77
20190104,0.0091,3.5472,0.4398,-0.616,-0.4823,-0.4897,-0.96
20190107,0.0091,0.9396,0.557,-0.699,-1.2132,-0.731,-0.77
20190108,0.0091,1.014,0.4014,-0.2108,0.0276,-0.4098,0.12
20190109,0.0091,0.5344,0.5735,-0.3556,-0.0145,-0.8745,-0.81
20190110,0.0091,0.3943,-0.1538,-0.2577,-0.3523,-0.213,-0.38
20190111,0.0091,-0.0104,0.2153,0.0801,0.1148,0.0114,-0.21
20190114,0.0091,-0.5965,-0.1971,0.1871,0.4719,-0.4259,-0.6
20190115,0.0091,1.0575,-0.1013,-0.4133,-0.1362,0.4888,1.15
20190116,0.0091,0.2803,0.4413,-0.0919,-0.118,-0.1209,-0.76
20190117,0.0091,0.7844,0.1257,-0.0138,0.201,-0.0047,-0.2
20190118,0.0091,1.3027,-0.1239,-0.3232,0.2089,-0.0759,-0.84
20190122,0.0091,-1.526,-0.3326,0.3207,0.3491,0.3414,0.94
20190123,0.0091,0.1555,-0.3905,0.361,0.3386,0.1759,0.98
20190124,0.0091,0.2314,0.5073,-0.2088,-0.3036,-0.1527,-1.02
20190125,0.0091,0.8976,0.2956,-0.4422,-0.7056,-0.5363,-1.38
20190128,0.0091,-0.7965,-0.1843,0.2418,0.2882,-0.2531,-0.11
20190129,0.0091,-0.1926,0.0975,0.4226,0.2339,-0.5196,-0.26
20190130,0.0091,1.5126,-0.2789,-0.8497,-0.1339,-0.0648,0.08
20190131,0.0091,0.921,-0.7484,0.1298,-1.4494,-0.3204,0.34
20190201,0.0095,0.1376,-0.4136,0.0277,-0.3189,-0.2818,-0.54
20190204,0.0095,0.7222,0.5284,-0.2498,0.2809,0.652,-0.15
20190205,0.0095,0.429,-0.0111,-0.2167,0.6547,0.3194,0.1
20190206,0.0095,-0.222,-0.1375,0.1095,-0.291,-0.0996,-0.29
20190207,0.0095,-0.9325,-0.3668,0.1429,0.5171,0.1387,0.69
20190208,0.0095,0.095,-0.2623,-0.2224,-0.368,-0.0002,0.73
20190211,0.0095,0.1449,0.6378,-0.2777,0.0308,-0.1874,-0.11
20190212,0.0095,1.3608,0.2927,-0.3302,-0.0045,0.3336,-0.52
20190213,0.0095,0.2791,0.0591,0.1851,0.0802,-0.031,-0.39
20190214,0.0095,-0.2051,0.4375,-0.0186,-0.2329,0.1156,0.19
20190215,0.0095,1.1312,0.4497,-0.2634,-0.1177,-0.3371,-0.44
20190219,0.0095,0.1848,0.1662,0.3793,-0.0153,-0.336,-0.4
20190220,0.0095,0.1896,0.52,-0.0965,0.3061,-0.2177,-0.4
20190221,0.0095,-0.3733,0.1367,0.3456,0.5693,0.2598,0.44
20190222,0.0095,0.6461,0.2222,-0.8382,0.3149,0.4606,0.25
20190225,0.0095,0.1526,-0.1144,-0.6538,-0.7409,0.2558,-0.63
20190226,0.0095,-0.1596,-0.669,-0.201,0.0954,-0.0083,0.24
20190227,0.0095,0.0957,-0.1397,-0.5477,-0.4125,0.1346,0.47
20190228,0.0095,-0.3092,-0.1968,0.258,0.1817,0.0303,0.69
20190301,0.0092,0.7211,0.4944,-0.2392,-0.3078,-0.0488,-0.22
20190304,0.0092,-0.5172,-0.2988,0.1091,0.2071,-0.0004,-0.51
20190305,0.0092,-0.1745,-0.3687,-0.0005,0.3105,0.2344,0.48
20190306,0.0092,-0.8405,-1.0705,0.0675,0.6955,0.1871,0.77
20190307,0.0092,-0.8205,0.0616,-0.0154,-0.269,-0.219,0.51
20190308,0.0092,-0.2189,0.144,-0.1345,-0.1795,0.0294,0.13
20190311,0.0092,1.4937,0.2876,-0.3784,-0.3671,0.0458,-0.35
20190312,0.0092,0.2544,-0.2374,0.0924,-0.174,-0.2323,-0.06
20190313,0.0092,0.6759,-0.3395,0.1274,-0.2769,-0.053,-0.21
20190314,0.0092,-0.0995,-0.284,0.0015,0.1911,-0.1354,0.22
20190315,0.0092,0.4787,-0.2703,-0.134,-0.2867,0.0711,-0.17
20190318,0.0092,0.4603,0.3071,-0.0442,-0.1351,-0.2747,-0.59
20190319,0.0092,-0.0869,-0.4945,-0.1044,-0.3277,0.3767,0.48
20190320,0.0092,-0.3787,-0.3358,-0.1594,-0.152,0.1436,0.57
20190321,0.0092,1.1051,0.1565,-0.4364,-0.0295,0.1294,-0.02
20190322,0.0092,-2.1662,-1.8282,0.5981,0.0337,-0.471,1.01
20190325,0.0092,-0.0483,0.4908,0.105,0.3756,0.1982,0.65
20190326,0.0092,0.7587,0.0021,0.1666,-0.0521,-0.0775,-0.46
20190327,0.0092,-0.496,0.1727,0.1915,0.7184,0.0302,-0.37
20190328,0.0092,0.4016,0.4062,-0.0614,0.0601,0.3006,-0.18
20190329,0.0092,0.6601,-0.245,-0.2692,-0.1525,0.435,0
20190401,0.0101,1.192,-0.0599,-0.293,0.2626,0.1396,-0.97
20190402,0.0101,-0.0542,-0.1798,-0.4665,-0.3144,0.3686,0.19
20190403,0.0101,0.2681,0.3466,-0.4337,0.0312,0.318,-0.1
20190404,0.0101,0.1857,0.4402,0.3181,0.4384,-0.4792,-1.32
20190405,0.0101,0.5315,0.3462,0.0548,-0.3433,-0.3989,-0.66
20190408,0.0101,0.0833,-0.2213,-0.0488,0.3802,0.1508,-0.2
20190409,0.0101,-0.6482,-0.5155,-0.1362,0.3087,0.2317,0.99
20190410,0.0101,0.4771,0.9269,-0.2177,0.0847,-0.1177,-0.2
20190411,0.0101,0.0021,-0.2693,-0.0252,0.3201,-0.1758,-0.11
20190412,0.0101,0.6403,-0.3625,-0.2365,0.3073,0.0007,-1.09
20190415,0.0101,-0.0902,-0.2119,0.1702,0.128,0.0464,0.81
20190416,0.0101,0.1311,0.3843,-0.276,0.1971,0.3196,-0.88
20190417,0.0101,-0.3191,-0.2969,-0.0051,1.1533,0.3264,-0.83
20190418,0.0101,0.1129,-0.0951,-0.1822,0.2766,0.0244,-0.05
20190422,0.0101,0.1079,-0.3749,-0.1381,-0.3563,0.0987,0.24
20190423,0.0101,0.9688,0.6781,-0.4578,-0.0142,0.4248,0.25
20190424,0.0101,-0.2239,0.2976,0.1141,0.2537,0.2588,0.43
20190425,0.0101,-0.1359,-0.8739,-0.3295,-0.4947,0.3374,1.37
20190426,0.0101,0.5304,0.4712,-0.1438,-0.3823,-0.5185,0.12
20190429,0.0101,0.1791,0.251,-0.2413,-0.2101,-0.1304,-0.45
20190430,0.0101,-0.0417,-0.886,0.4849,0.0097,-0.1828,0.33
20190501,0.009,-0.8311,0.0493,0.237,0.1397,0.4982,0.48
20190502,0.009,-0.1631,0.5082,0.1416,-0.034,0.009,0.48
20190503,0.009,1.1313,0.7917,-0.4585,-0.1471,-0.1972,-0.24
20190506,0.009,-0.3908,0.6448,0.1235,0.0183,-0.1545,0.28
20190507,0.009,-1.6866,-0.544,0.4651,0.0575,-0.0156,0.27
20190508,0.009,-0.2134,-0.0518,0.1809,0.3063,-0.3477,0.14
20190509,0.009,-0.2799,0.0062,0.0936,0.239,-0.0222,0.61
20190510,0.009,0.3491,-0.3617,0.2765,-0.1898,0.0077,0.6
20190513,0.009,-2.6525,-0.8201,0.7268,0.0044,-0.299,0.98
20190514,0.009,0.9123,0.3454,0.0675,-0.1992,-0.1164,-0.54
20190515,0.009,0.5771,-0.1652,-0.3606,0.0564,0.2313,0.39
20190516,0.009,0.9058,-0.3875,-0.4206,0.1019,0.1557,0.45
20190517,0.009,-0.7214,-0.8977,0.354,-0.1962,-0.3894,0.45
20190520,0.009,-0.6475,-0.153,0.5305,0.264,-0.4355,0.36
20190521,0.009,0.9032,0.5848,-0.1611,-0.1654,-0.1946,-0.69
20190522,0.009,-0.405,-0.4298,-0.013,0.4309,0.7308,1.32
20190523,0.009,-1.3688,-0.7983,0.0723,-0.0045,0.1463,1.17
20190524,0.009,0.2308,0.4871,-0.0407,-0.1609,-0.3487,0.04
20190528,0.009,-0.7799,0.3465,-0.3618,0.3877,0.4962,1.05
20190529,0.009,-0.7071,-0.3509,-0.0541,-0.1981,0.0836,-0.42
20190530,0.009,0.1434,-0.3901,-0.2245,0.2502,0.389,1.41
20190531,0.009,-1.3755,-0.3974,0.3893,-0.2077,-0.0687,0.58
20190603,0.0093,-0.3971,0.5544,1.4715,0.2084,-1.0258,-0.6
20190604,0.0093,2.3222,0.5439,-0.5326,-0.1826,-0.0341,-1.15
20190605,0.0093,0.6949,-0.9573,-0.4351,0.6509,0.6294,1.68
20190606,0.0093,0.5515,-1.1355,0.1512,0.1484,0.3203,0.66
20190607,0.0093,1.0415,-0.0936,-0.6829,0.3543,0.3293,0.37
20190610,0.0093,0.5361,-0.1664,-0.1592,-0.1209,0.3957,-0.38
20190611,0.0093,-0.118,-0.069,0.3867,0.5884,0.3133,-0.5
20190612,0.0093,-0.2033,0.2527,-0.1206,0.3313,0.1706,1.49
20190613,0.0093,0.5179,0.4047,-0.0946,-0.6866,-0.7262,-1.41
20190614,0.0093,-0.2749,-0.6116,-0.0163,0.5631,0.1779,0.92
20190617,0.0093,0.1474,0.1374,-0.6559,-1.1818,-0.3411,-0.27
20190618,0.0093,1.039,0.0783,-0.0135,-0.3877,-0.1634,-0.99
20190619,0.0093,0.318,-0.1282,0.1186,-0.0765,0.21,0.79
20190620,0.0093,0.8951,-0.4877,0.0231,-0.1547,-0.0211,-0.37
20190621,0.0093,-0.2118,-0.4107,0.0077,0.1823,0.1741,-0.11
20190624,0.0093,-0.3451,-0.635,-0.032,0.7962,0.2919,0.69
20190625,0.0093,-0.9769,0.3887,0.7928,0.1426,-0.25,-0.39
20190626,0.0093,-0.0622,-0.1634,-0.0283,-0.2366,0.0419,-1.93
20190627,0.0093,0.5953,1.3631,-0.5224,-0.4658,-0.3403,-0.04
20190628,0.0093,0.6779,0.6832,0.0127,-0.6732,-0.4757,-0.54
20190701,0.0081,0.743,-0.5689,-0.0364,0.0002,0.3798,0.4
20190702,0.0081,0.137,-0.8616,-0.2353,0.4081,0.236,1.83
20190703,0.0081,0.7845,-0.2561,-0.2036,-0.3254,-0.1556,0.26
20190705,0.0081,-0.0993,0.3367,0.1411,-0.0373,-0.1323,-0.27
20190708,0.0081,-0.5805,-0.2473,-0.2693,0.2529,-0.1096,0.6
20190709,0.0081,0.1858,-0.3855,-0.3426,-0.411,0.4796,0.32
20190710,0.0081,0.4019,-0.4042,-0.0082,-0.4164,0.0928,-0.11
20190711,0.0081,0.193,-0.7003,-0.3128,0.1159,0.1049,0.28
20190712,0.0081,0.5348,0.3839,0.1025,0.1136,-0.4132,-0.93
20190715,0.0081,-0.0408,-0.3917,0.1423,0.3561,0.6253,0.72
20190716,0.0081,-0.3201,0.4907,-0.0601,0.5274,-0.1684,0.01
20190717,0.0081,-0.6354,-0.3769,-0.2539,-0.1405,0.6488,0.87
20190718,0.0081,0.3486,-0.2215,0.0938,0.1088,0.0271,0.28
20190719,0.0081,-0.5647,0.2945,0.4209,0.0704,-0.2454,-1
20190722,0.0081,0.2448,-0.5138,0.0716,-0.0914,0.3843,0.22
20190723,0.0081,0.6452,-0.0949,0.5616,0.189,-0.0232,-0.79
20190724,0.0081,0.6629,0.7275,0.027,-0.5955,-0.4518,-0.74
20190725,0.0081,-0.6321,-0.275,-0.0581,1.0363,0.1791,1.53
20190726,0.0081,0.8194,0.2456,-0.105,-0.1477,0.1003,0.25
20190729,0.0081,-0.3226,-0.2412,0.2999,0.3947,0.2913,0.43
20190730,0.0081,-0.173,1.1995,0.0259,-1.0313,-0.5133,-1.37
20190731,0.0081,-1.0897,0.2762,0.1962,0.1156,-0.0321,0.12
20190801,0.0087,-1.0451,-0.6358,-0.3079,0.3764,0.9538,2.47
20190802,0.0087,-0.8706,-0.1892,0.2648,0.5098,-0.0576,0.22
20190805,0.0087,-3.0702,-0.1124,0.4432,0.1511,-0.0401,0.41
20190806,0.0087,1.2883,-0.3613,-0.2008,0.361,0.2962,1.04
20190807,0.0087,0.0637,-0.4118,0.1818,0.0625,0.0778,0.37
20190808,0.0087,1.97,-0.175,-0.5617,-0.1029,0.8173,0.26
20190809,0.0087,-0.7836,-0.6701,0.0855,-0.0281,-0.0925,1
20190812,0.0087,-1.3169,0.0479,0.2712,0.2059,0.2238,0.57
20190813,0.0087,1.4654,-0.3397,-0.0365,0.3087,0.4507,0.05
20190814,0.0087,-2.9507,-0.2084,0.1092,-0.0246,-0.3489,1.33
20190815,0.0087,0.1608,-0.7944,-0.6715,0.1345,0.4198,1.2
20190816,0.0087,1.5467,0.6275,0.0581,-0.2234,-0.2992,-1.09
20190819,0.0087,1.141,0.0344,-0.1272,0.0271,-0.2207,-1.16
20190820,0.0087,-0.7569,0.0573,-0.3987,0.0812,-0.0578,0.43
20190821,0.0087,0.8471,0.067,-0.2294,0.1347,0.126,-0.07
20190822,0.0087,-0.1022,-0.3945,0.0776,-0.0597,-0.4719,-0.05
20190823,0.0087,-2.6654,-0.7761,-0.3898,-0.4175,-0.4417,0.94
20190826,0.0087,1.0801,-0.0998,0.0046,0.3069,0.2503,0.4
20190827,0.0087,-0.4617,-1.0894,0.2485,0.3173,0.5467,0.91
20190828,0.0087,0.6781,0.6779,0.1256,-0.2345,-0.4609,-0.88
20190829,0.0087,1.3485,0.6192,-0.0907,0.0422,0.0417,-0.94
20190830,0.0087,0.0332,-0.1771,0.0532,0.0547,-0.1621,-0.27
20190903,0.0089,-0.8654,-0.9975,0.5323,-0.1983,-0.1497,0.55
20190904,0.0089,1.0846,-0.0449,-0.0314,0.0101,-0.4689,-0.91
20190905,0.0089,1.4228,0.6996,0.2159,0.302,0.5062,-2
20190906,0.0089,-0.0191,-0.2085,0.4625,0.0161,-0.2437,-0.39
20190909,0.0089,0.0749,1.8129,0.5244,0.3848,-0.6537,-3.83
20190910,0.0089,0.1662,1.5641,0.2336,-0.5181,-0.6467,-3.16
20190911,0.0089,0.8764,1.2366,0.1183,-0.4842,-0.5372,-0.44
20190912,0.0089,0.2238,-0.4896,0.157,0.0822,0.2736,0.99
20190913,0.0089,-0.0151,0.3636,0.0032,0.271,0.0345,-0.7
20190916,0.0089,-0.2302,0.9222,-0.3224,-0.6669,-0.2244,-1.86
20190917,0.0089,0.1662,-0.9189,-0.2874,0.3416,0.0188,2.37
20190918,0.0089,-0.0472,-0.7958,0.0815,0.3216,0.2239,1.01
20190919,0.0089,-0.053,-0.571,-0.2124,-0.0864,-0.0149,0.57
20190920,0.0089,-0.4768,0.1317,-0.0819,-0.3827,-0.3186,0.03
20190923,0.0089,-0.0236,-0.0125,0.3017,0.0811,-0.1518,-0.17
20190924,0.0089,-1.0067,-0.6226,0.3722,0.459,-0.0715,1.14
20190925,0.0089,0.6956,0.5119,0.0288,0.5827,0.1605,-0.64
20190926,0.0089,-0.4056,-0.9905,0.3591,0.2839,-0.0262,0.81
20190927,0.0089,-0.6175,0.131,0.5708,0.4006,-0.0424,-0.71
20190930,0.0089,0.5002,-0.2338,-0.107,0.497,0.4836,0.2
20191001,0.0067,-1.3105,-0.7974,-0.0421,0.5092,0.4904,1.15
